m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Максим,Павленко,maksym.pavlenko1@student.org,2004,1,2,LYX-17,90.4,38(063)11-19-278
Роман,Коваленко,roman.kovalenko4@student.org,1998,6,14,GKD-58,68.89,38(096)69-14-639
Ярослав,Василенко,yaroslav.vasylenko@student.org,1951,12,2,LUB-84,29.28,38(073)80-86-414
Віталій,Білоус,vitaliy.bilous4@student.org,1951,1,7,DNB-46,29.91,38(097)15-68-654
Андрій,Левченко,andriy.levchenko3@student.org,2009,3,3,COH-65,25.59,38(063)41-74-762
Олександр,Дорошенко,oleksandr.doroshenko2@student.org,2004,12,14,BWA-26,93.83,38(095)35-53-947
Оксана,Ковальчук,oksana.kovalchuk3@student.org,1976,3,23,CUG-74,74.62,38(099)78-87-892
Сергій,Коваленко,serhiy.kovalenko2@student.org,1960,2,1,VEU-58,12.48,38(068)77-82-426
Роман,Коваль,roman.koval11@student.org,1987,12,4,KEN-31,24.55,38(066)91-93-771
Галина,Ткаченко,halyna.tkachenko6@student.org,1965,3,18,ITI-56,64.38,38(098)91-60-211
Олена,Романенко,olena.romanenko3@student.org,1960,7,17,HOX-73,5.05,38(050)92-23-999
Андрій,Костенко,andriy.kostenko5@student.org,1962,2,26,AJX-59,95.35,38(097)80-34-355
Ігор,Панченко,ihor.panchenko3@student.org,1997,12,15,PKO-40,0.37,38(066)98-15-309
Євгенія,Дорошенко,yevheniya.doroshenko3@student.org,1991,10,12,MKC-39,61.47,38(066)24-69-446
Артем,Шаповал,artem.shapoval@student.org,1997,7,28,TWP-89,47.12,38(068)56-32-965
Максим,Петренко,maksym.petrenko3@student.org,1970,8,12,FHJ-12,18.28,38(067)77-47-287
Світлана,Петренко,svitlana.petrenko1@student.org,1992,12,12,BQP-57,24.97,38(050)53-31-464
Михайло,Михайленко,mykhaylo.mykhaylenko1@student.org,2001,9,18,JUE-17,3.37,38(096)93-44-573
Людмила,Павленко,lyudmyla.pavlenko5@student.org,2006,6,20,HSQ-85,52.34,38(097)76-63-138
Світлана,Білоус,svitlana.bilous3@student.org,2007,8,10,YMB-90,32.38,38(068)16-96-931
Олеся,Лисенко,olesya.lysenko2@student.org,1979,6,1,RCK-12,21.32,38(097)16-93-148
Тетяна,Романенко,tetyana.romanenko2@student.org,1976,10,27,YFO-13,77.34,38(068)44-53-116
Вікторія,Гайдук,viktoriya.hayduk@student.org,1962,9,22,JUN-56,35.8,38(068)13-46-906
Раїса,Кравченко,rayisa.kravchenko2@student.org,2006,11,11,VTI-41,32.69,38(097)53-70-131
Олеся,Коваль,olesya.koval2@student.org,2009,12,9,ELA-24,89.34,38(099)27-60-878
Любов,Ткаченко,lyubov.tkachenko1@student.org,1966,11,28,RJN-57,62.71,38(068)54-68-402
Василь,Омельченко,vasyl.omelchenko3@student.org,2008,4,23,BHC-41,27.19,38(095)31-85-129
Наталія,Левченко,nataliya.levchenko2@student.org,1980,11,27,DRT-72,48.38,38(099)66-14-300
Алла,Никоненко,alla.nykonenko2@student.org,1987,10,24,BCO-87,14.64,38(098)74-44-179
Григорій,Зайцев,hryhoriy.zaytsev2@student.org,1979,8,8,BCS-56,97.85,38(067)49-37-458
Оксана,Шевченко,oksana.shevchenko6@student.org,1977,11,2,XZZ-48,6.51,38(096)19-56-321
Лілія,Коваль,liliya.koval1@student.org,2005,8,10,CSK-26,26.35,38(066)95-39-393
Максим,Шаповал,maksym.shapoval5@student.org,1952,8,26,WAV-91,67.41,38(098)95-21-684
Василь,Поліщук,vasyl.polishchuk2@student.org,2010,9,24,BUD-55,15.74,38(095)34-42-513
Інна,Костенко,inna.kostenko1@student.org,1985,11,2,GQT-79,86.53,38(096)49-65-186
Ірина,Захарченко,iryna.zakharchenko1@student.org,2003,6,12,UYT-69,78.64,38(050)26-44-602
Оксана,Павленко,oksana.pavlenko1@student.org,1957,8,21,JUZ-61,57.58,38(099)96-44-506
Юлія,Поліщук,yuliya.polishchuk1@student.org,1986,6,18,ETC-80,0.71,38(097)47-60-805
Олена,Поліщук,olena.polishchuk3@student.org,1995,9,17,IHU-98,51.27,38(099)48-83-850
Михайло,Дорошенко,mykhaylo.doroshenko4@student.org,1984,12,2,UDF-56,43.28,38(098)58-70-255
Остап,Михайленко,ostap.mykhaylenko2@student.org,2004,9,21,OEQ-17,99.18,38(096)89-22-501
Дмитро,Руденко,dmytro.rudenko3@student.org,1960,1,20,EWD-30,31.22,38(096)86-12-261
Григорій,Іваненко,hryhoriy.ivanenko1@student.org,1980,5,25,ECL-63,67.56,38(096)66-69-158
Юлія,Авраменко,yuliya.avramenko3@student.org,1989,8,16,SQA-42,97.73,38(073)86-64-989
Станіслав,Петренко,stanislav.petrenko3@student.org,1980,5,28,XZW-68,88.3,38(096)63-16-976
Оксана,Василенко,oksana.vasylenko2@student.org,1977,4,24,OUW-61,12.59,38(093)90-89-331
Олеся,Шаповал,olesya.shapoval4@student.org,1983,11,30,JAP-98,10.61,38(093)55-59-362
Роман,Цимбал,roman.tsymbal6@student.org,1985,1,22,NRV-65,77.61,38(063)23-20-603
Марія,Поліщук,mariya.polishchuk1@student.org,2008,11,6,QKC-73,38.3,38(099)81-65-427
Павло,Гладко,pavlo.hladko2@student.org,1961,12,26,VGB-57,3.15,38(097)11-87-877
Богдан,Шевченко,bohdan.shevchenko4@student.org,2009,1,25,FCT-16,60.05,38(097)53-23-696
Марія,Стельмах,mariya.stelmakh2@student.org,1950,8,31,IDG-60,63.06,38(095)88-67-461
Тетяна,Василенко,tetyana.vasylenko2@student.org,1957,10,15,XOD-78,21.79,38(099)32-42-989
Вера,Панченко,vera.panchenko@student.org,1969,11,30,JHG-33,45.78,38(050)22-51-212
Роман,Стельмах,roman.stelmakh3@student.org,1991,2,2,KCY-24,21.54,38(063)64-58-547
Світлана,Шаповал,svitlana.shapoval2@student.org,2010,8,13,CAV-22,16.53,38(050)16-81-708
Тарас,Лебедь,taras.lebed1@student.org,1989,1,16,MBM-91,29.17,38(096)26-49-677
Юлія,Коваль,yuliya.koval@student.org,2007,12,28,ZYY-37,77.81,38(096)61-47-445
Галина,Литвин,halyna.lytvyn4@student.org,2009,4,3,UGM-37,28.63,38(098)89-41-329
Михайло,Никоненко,mykhaylo.nykonenko1@student.org,1961,4,26,KZK-68,67.87,38(068)68-56-597
Наталія,Ковальчук,nataliya.kovalchuk4@student.org,1973,8,30,HIT-82,85.4,38(093)91-85-301
Ганна,Стельмах,hanna.stelmakh2@student.org,1962,9,20,LAA-92,70.55,38(073)60-72-687
Оксана,Лебедь,oksana.lebed2@student.org,1997,3,19,POJ-12,60.61,38(098)23-78-184
Алла,Руденко,alla.rudenko2@student.org,1998,12,1,FGE-15,20.47,38(066)76-19-635
Раїса,Ковальчук,rayisa.kovalchuk2@student.org,1953,1,8,XPK-67,37.56,38(097)29-60-914
Алла,Руденко,alla.rudenko3@student.org,1965,6,23,GDE-63,73.11,38(073)81-37-864
Богдан,Демченко,bohdan.demchenko2@student.org,1994,10,9,YBY-52,60.1,38(050)45-90-571
Наталія,Левченко,nataliya.levchenko3@student.org,1960,3,19,PSI-11,45.04,38(099)90-54-187
Катерина,Петренко,kateryna.petrenko4@student.org,1985,5,19,RVS-74,1.54,38(050)24-67-497
Ганна,Гордієнко,hanna.hordiyenko3@student.org,1971,3,21,MGA-91,74.95,38(067)93-60-241
Василь,Макаренко,vasyl.makarenko4@student.org,1956,1,15,REU-86,88.78,38(099)14-46-645
Максим,Шевчук,maksym.shevchuk2@student.org,1982,1,22,RHT-51,48.81,38(095)40-76-480
Лариса,Гайдук,larysa.hayduk3@student.org,1990,8,28,MYY-84,29.34,38(068)74-37-106
Дмитро,Павленко,dmytro.pavlenko1@student.org,1986,2,22,YQT-40,80.84,38(067)11-16-800
Віталій,Білоус,vitaliy.bilous5@student.org,1999,11,28,EHX-14,69.74,38(068)64-33-596
Людмила,Левченко,lyudmyla.levchenko2@student.org,1987,5,25,UNT-85,0.05,38(095)58-80-927
Вера,Демченко,vera.demchenko3@student.org,2004,12,25,MPP-91,81.84,38(095)60-32-841
Роман,Костенко,roman.kostenko5@student.org,2004,6,1,GOA-66,83.35,38(098)13-92-964
Артем,Лебедь,artem.lebed3@student.org,1964,2,9,AJX-59,18.61,38(099)60-69-517
Ярослав,Гайдук,yaroslav.hayduk1@student.org,1988,1,19,QDF-55,81.99,38(095)79-59-854
Вікторія,Новік,viktoriya.novik8@student.org,1985,2,8,WSN-52,79.22,38(050)97-74-105
Інна,Михайленко,inna.mykhaylenko3@student.org,1967,7,16,SKG-79,97.39,38(096)43-74-961
Тарас,Василенко,taras.vasylenko3@student.org,1956,4,9,CAA-51,30.27,38(073)17-63-447
Марія,Лебедь,mariya.lebed2@student.org,2007,1,19,FCC-48,46.28,38(093)58-35-283
Оксана,Василенко,oksana.vasylenko3@student.org,1959,6,10,VUD-97,88.49,38(093)35-43-125
Артем,Бойко,artem.boyko2@student.org,1991,5,14,XBO-96,89.15,38(099)34-12-418
Денис,Король,denys.korol3@student.org,1963,5,24,QMJ-52,12.69,38(099)40-93-830
Михайло,Лебедь,mykhaylo.lebed2@student.org,1994,11,28,ACX-46,59.84,38(095)47-64-211
Анна,Кравченко,anna.kravchenko3@student.org,1985,12,9,PPK-58,36.63,38(097)75-85-858
Денис,Никоненко,denys.nykonenko2@student.org,1971,8,3,IXU-95,32.25,38(095)97-71-236
Віктор,Руденко,viktor.rudenko3@student.org,2004,1,17,WMA-83,21.34,38(050)26-92-611
Вера,Ковальчук,vera.kovalchuk1@student.org,1951,7,2,FQA-61,56.91,38(095)60-34-549
Сергій,Гайдук,serhiy.hayduk5@student.org,1988,9,22,TGD-46,70.04,38(095)92-92-643
Роман,Савченко,roman.savchenko6@student.org,1999,7,15,AHE-99,4.14,38(066)41-64-334
Валентина,Савченко,valentyna.savchenko2@student.org,1971,6,24,MSS-44,55.88,38(073)68-34-157
Олена,Бойко,olena.boyko3@student.org,1998,11,15,ZYA-14,17.58,38(096)68-95-857
Віталій,Павленко,vitaliy.pavlenko1@student.org,1955,1,14,XNG-77,29.45,38(067)47-32-186
Богдан,Цимбал,bohdan.tsymbal1@student.org,1991,1,6,EII-42,99.0,38(099)29-18-217
Євгенія,Макаренко,yevheniya.makarenko2@student.org,1986,8,10,CUG-74,87.95,38(098)38-81-145
Алла,Поліщук,alla.polishchuk@student.org,1959,7,1,JTF-24,5.03,38(050)14-53-136
Федір,Михайленко,fedir.mykhaylenko2@student.org,1991,9,12,MUQ-59,35.44,38(066)98-84-774
Анна,Демченко,anna.demchenko2@student.org,1981,2,4,VFY-51,4.71,38(063)48-73-672
Вікторія,Гриценко,viktoriya.hrytsenko2@student.org,1978,10,20,RFI-24,44.83,38(067)26-40-500
Тарас,Панченко,taras.panchenko7@student.org,1983,3,29,CRS-54,71.67,38(066)75-60-138
Світлана,Гриценко,svitlana.hrytsenko5@student.org,1986,9,4,NMG-31,40.51,38(050)81-41-361
Катерина,Панченко,kateryna.panchenko1@student.org,1956,1,12,BFQ-81,12.01,38(098)19-87-741
Остап,Бойко,ostap.boyko2@student.org,1986,10,27,RJN-57,57.92,38(093)95-29-590
Галина,Левченко,halyna.levchenko3@student.org,1965,6,14,CZV-59,26.07,38(093)40-10-895
Юрій,Гордієнко,yuriy.hordiyenko@student.org,1972,4,15,OOK-97,19.97,38(099)67-80-679
Денис,Мельник,denys.melnyk3@student.org,2004,6,28,ICO-23,9.15,38(066)60-26-551
Сергій,Іваненко,serhiy.ivanenko4@student.org,1998,11,14,FST-51,8.91,38(096)24-47-685
Лариса,Демченко,larysa.demchenko5@student.org,1961,11,15,XLL-44,97.14,38(099)92-40-487
Денис,Гончаренко,denys.honcharenko4@student.org,1983,2,4,MGA-91,79.6,38(068)12-26-424
Євгенія,Гриценко,yevheniya.hrytsenko5@student.org,2000,11,14,JAU-48,67.19,38(068)93-49-913
Оксана,Лебедь,oksana.lebed3@student.org,1954,8,29,HAF-75,36.88,38(098)85-61-891
Станіслав,Омельченко,stanislav.omelchenko@student.org,1969,10,22,JBI-43,44.8,38(099)69-10-255
Федір,Мельник,fedir.melnyk4@student.org,1985,9,9,PKK-25,76.17,38(099)76-31-745
Максим,Петренко,maksym.petrenko4@student.org,1999,12,17,DKO-94,98.94,38(050)94-21-291
Сергій,Іваненко,serhiy.ivanenko5@student.org,2000,3,16,VTM-15,72.84,38(067)33-40-559
Тарас,Макаренко,taras.makarenko2@student.org,1985,4,22,BXV-10,49.04,38(096)64-12-916
Тарас,Рибак,taras.rybak2@student.org,1972,11,2,CGL-19,64.76,38(096)65-81-730
Ігор,Демченко,ihor.demchenko1@student.org,2005,12,12,HUU-78,24.68,38(099)38-40-595
Михайло,Никоненко,mykhaylo.nykonenko2@student.org,1982,2,1,SQA-97,32.23,38(067)64-54-701
Тетяна,Шевченко,tetyana.shevchenko3@student.org,2003,1,16,ZZD-11,17.61,38(098)83-11-278
Лариса,Гончаренко,larysa.honcharenko4@student.org,2006,7,2,ERG-13,94.72,38(066)15-68-760
Алла,Стельмах,alla.stelmakh2@student.org,2004,7,28,UIH-37,96.04,38(066)35-56-369
Віктор,Литвин,viktor.lytvyn5@student.org,1987,11,13,AZM-57,72.35,38(099)89-79-893
Наталія,Костенко,nataliya.kostenko2@student.org,1955,6,8,YQF-82,81.24,38(067)94-70-654
Наталія,Скрипка,nataliya.skrypka1@student.org,1952,7,2,CLV-69,88.07,38(095)54-91-383
Ірина,Павленко,iryna.pavlenko3@student.org,1958,5,27,LZV-38,13.45,38(067)52-95-321
Роман,Павленко,roman.pavlenko5@student.org,1993,6,27,RYO-36,27.74,38(096)56-20-731
Віталій,Іваненко,vitaliy.ivanenko1@student.org,1950,10,7,ZQG-21,51.98,38(050)10-37-243
Олеся,Павленко,olesya.pavlenko4@student.org,1992,7,28,HHD-52,3.56,38(073)57-26-501
Сергій,Білоус,serhiy.bilous1@student.org,1992,4,16,TVN-71,5.74,38(093)53-76-339
Галина,Поліщук,halyna.polishchuk5@student.org,1985,7,22,BHC-41,96.37,38(097)61-65-418
Ярослав,Гордієнко,yaroslav.hordiyenko2@student.org,1986,8,7,XYT-71,44.65,38(050)17-58-645
Ігор,Гончаренко,ihor.honcharenko2@student.org,1990,12,25,CIV-55,48.65,38(068)77-23-901
Іван,Макаренко,ivan.makarenko@student.org,1988,10,8,FND-88,82.1,38(068)17-62-554
Сергій,Бойко,serhiy.boyko3@student.org,2006,7,28,KMU-68,10.81,38(095)70-96-654
Тетяна,Кравченко,tetyana.kravchenko2@student.org,1963,11,24,BXD-48,98.45,38(098)23-56-847
Валентина,Романенко,valentyna.romanenko3@student.org,1970,8,8,REU-86,86.14,38(050)94-52-129
Людмила,Гриценко,lyudmyla.hrytsenko1@student.org,1981,5,24,FKG-58,54.52,38(096)20-79-918
Тарас,Шевчук,taras.shevchuk2@student.org,1982,4,15,XMQ-18,79.01,38(050)89-62-507
Павло,Скрипка,pavlo.skrypka1@student.org,1952,3,12,KMM-18,73.09,38(099)93-20-698
Дмитро,Новік,dmytro.novik4@student.org,2004,10,2,JTF-24,10.5,38(097)22-55-430
Олена,Лисенко,olena.lysenko2@student.org,1986,5,13,YDJ-57,29.93,38(093)28-66-941
Ігор,Захарченко,ihor.zakharchenko1@student.org,1976,6,3,KCY-24,60.61,38(098)47-71-853
Галина,Бойко,halyna.boyko3@student.org,1993,3,1,IPH-66,24.11,38(093)41-26-840
Артем,Скрипка,artem.skrypka@student.org,1965,1,4,LLQ-93,15.18,38(050)66-22-595
Віталій,Кравченко,vitaliy.kravchenko6@student.org,1957,3,3,KYR-44,56.34,38(050)10-49-502
Григорій,Кузьменко,hryhoriy.kuzmenko2@student.org,1991,4,22,BCO-87,93.42,38(063)15-83-682
Валентина,Гриценко,valentyna.hrytsenko2@student.org,1972,4,7,RTY-32,49.95,38(098)26-28-448
Любов,Петренко,lyubov.petrenko2@student.org,1988,1,6,UWI-54,23.43,38(073)14-48-834
Лілія,Іваненко,liliya.ivanenko3@student.org,1982,4,16,FXQ-99,52.11,38(096)97-18-491
Наталія,Білоус,nataliya.bilous2@student.org,1954,4,28,ACQ-58,49.46,38(095)40-36-951
Василь,Лебедь,vasyl.lebed5@student.org,1969,5,3,JFL-39,95.75,38(050)33-51-732
Валентина,Бойко,valentyna.boyko7@student.org,2009,9,24,VFU-77,47.94,38(093)31-95-501
Оксана,Ковальчук,oksana.kovalchuk4@student.org,1962,7,16,FWL-33,69.96,38(063)70-35-542
Юлія,Никоненко,yuliya.nykonenko3@student.org,1955,8,27,IRC-92,94.68,38(050)57-14-996
Богдан,Панченко,bohdan.panchenko1@student.org,2000,11,22,HAF-32,40.68,38(050)67-95-235
Богдан,Павленко,bohdan.pavlenko3@student.org,1966,3,2,PMS-38,22.95,38(067)22-75-274
Роман,Стельмах,roman.stelmakh4@student.org,1991,7,6,XZI-89,47.21,38(050)34-63-203
Станіслав,Коваленко,stanislav.kovalenko1@student.org,1998,4,2,OID-46,88.24,38(050)61-57-526
Іван,Коваленко,ivan.kovalenko2@student.org,1977,12,8,OMM-27,65.97,38(068)72-54-516
Юлія,Гордієнко,yuliya.hordiyenko6@student.org,1989,8,1,YQT-40,41.86,38(095)90-17-711
Марія,Кузьменко,mariya.kuzmenko1@student.org,2001,2,23,FVV-26,28.11,38(095)12-28-481
Ярослав,Кузьменко,yaroslav.kuzmenko5@student.org,1975,5,17,QOI-12,38.05,38(067)85-11-948
Максим,Поліщук,maksym.polishchuk2@student.org,1958,11,30,CJO-50,0.19,38(098)25-79-435
Тарас,Шаповал,taras.shapoval1@student.org,1982,2,16,ZNU-80,33.72,38(097)93-38-470
Станіслав,Омельченко,stanislav.omelchenko1@student.org,1953,8,28,PIC-82,39.89,38(050)86-41-730
Григорій,Макаренко,hryhoriy.makarenko1@student.org,2006,10,12,MFJ-28,47.6,38(097)87-11-983
Володимир,Стельмах,volodymyr.stelmakh1@student.org,1967,5,1,DFF-47,68.41,38(063)41-75-651
Раїса,Петренко,rayisa.petrenko2@student.org,1975,1,15,KZF-99,6.68,38(067)21-46-234
Роман,Цимбал,roman.tsymbal7@student.org,1960,10,2,GHD-61,33.31,38(067)58-48-676
Катерина,Зайцев,kateryna.zaytsev@student.org,1990,6,28,JIF-27,6.6,38(063)21-62-166
Денис,Білоус,denys.bilous4@student.org,1987,6,18,HSE-22,0.47,38(050)90-46-659
Андрій,Шевченко,andriy.shevchenko3@student.org,1983,8,22,ZWS-20,12.32,38(095)71-15-780
Галина,Шевчук,halyna.shevchuk4@student.org,2001,7,30,CTR-92,79.78,38(097)61-59-296
Тарас,Коваленко,taras.kovalenko2@student.org,1981,1,13,MKY-59,12.25,38(050)36-16-903
Катерина,Ковальчук,kateryna.kovalchuk2@student.org,1981,9,21,HIT-82,65.51,38(096)65-25-239
Василь,Демченко,vasyl.demchenko2@student.org,2006,2,26,YGT-44,1.62,38(098)76-29-470
Денис,Коваль,denys.koval2@student.org,1980,10,16,QUM-74,98.44,38(066)70-59-535
Алла,Цимбал,alla.tsymbal3@student.org,1982,7,5,JRK-55,82.04,38(063)66-10-943
Катерина,Поліщук,kateryna.polishchuk3@student.org,1954,3,31,HOU-24,48.98,38(098)92-83-511
Дмитро,Мельник,dmytro.melnyk2@student.org,1981,9,25,MSW-18,45.62,38(050)72-49-983
Іван,Михайленко,ivan.mykhaylenko1@student.org,1977,9,9,OPF-84,2.15,38(097)94-22-822
Ірина,Шевченко,iryna.shevchenko1@student.org,1997,9,17,ZRB-53,34.94,38(066)48-98-964
Денис,Лисенко,denys.lysenko2@student.org,1973,7,31,SMT-11,88.39,38(097)80-37-116
Тарас,Гриценко,taras.hrytsenko2@student.org,1979,8,8,AGO-30,16.01,38(050)31-69-972
Денис,Костенко,denys.kostenko2@student.org,1996,10,22,ZLG-47,31.16,38(067)32-22-107
Петро,Лебедь,petro.lebed2@student.org,1966,7,28,SJM-64,26.56,38(097)32-59-322
Роман,Гайдук,roman.hayduk6@student.org,1978,4,4,PYA-61,16.49,38(050)69-79-783
Людмила,Марченко,lyudmyla.marchenko1@student.org,1980,5,25,EVC-88,41.95,38(073)71-23-937
Валентина,Шевчук,valentyna.shevchuk2@student.org,1986,12,6,VOM-38,61.11,38(066)86-75-371
Людмила,Василенко,lyudmyla.vasylenko1@student.org,1997,1,6,ELA-24,84.2,38(073)10-56-141
Оксана,Гончаренко,oksana.honcharenko5@student.org,1982,3,12,YMA-84,18.84,38(066)25-22-641
Костянтин,Гордієнко,kostyantyn.hordiyenko1@student.org,1971,7,11,AGO-30,86.82,38(097)67-13-844
Григорій,Литвин,hryhoriy.lytvyn1@student.org,1971,7,1,LGM-42,21.11,38(098)36-29-849
Ігор,Лебедь,ihor.lebed@student.org,1968,6,6,MGM-63,6.39,38(099)50-72-803
Юлія,Кузьменко,yuliya.kuzmenko5@student.org,1956,8,21,GDP-35,84.86,38(067)79-45-609
Олександр,Захарченко,oleksandr.zakharchenko3@student.org,2008,4,11,GEN-41,22.41,38(099)47-64-632
Юлія,Захарченко,yuliya.zakharchenko@student.org,2004,10,16,FKP-80,95.14,38(098)63-24-212
Павло,Василенко,pavlo.vasylenko1@student.org,1999,3,29,IJE-60,30.62,38(063)31-10-826
Андрій,Гончаренко,andriy.honcharenko@student.org,1994,12,26,AWJ-64,43.5,38(068)63-73-769
Костянтин,Коваль,kostyantyn.koval1@student.org,1987,4,10,ITJ-98,11.77,38(050)44-62-485
Галина,Дорошенко,halyna.doroshenko4@student.org,1992,4,20,QDV-62,1.5,38(067)32-74-642
Ігор,Гладко,ihor.hladko4@student.org,1979,4,15,DTP-85,93.26,38(096)53-51-447
Петро,Костенко,petro.kostenko3@student.org,1977,6,25,VNJ-35,65.66,38(063)57-37-307
Олеся,Левченко,olesya.levchenko7@student.org,1951,4,24,PXB-70,11.49,38(066)35-96-391
Іван,Василенко,ivan.vasylenko3@student.org,1962,5,16,SLR-72,41.88,38(066)13-34-212
Роман,Дорошенко,roman.doroshenko6@student.org,1973,7,26,XZK-58,63.72,38(096)86-90-944
Оксана,Макаренко,oksana.makarenko2@student.org,1962,2,15,CBA-48,85.04,38(063)22-78-478
Надія,Гладко,nadiya.hladko3@student.org,1999,9,5,HEB-92,75.77,38(096)95-76-285
Тарас,Рибак,taras.rybak3@student.org,1986,1,24,RQV-53,61.77,38(098)27-48-735
Петро,Гриценко,petro.hrytsenko4@student.org,1958,6,30,LOQ-90,5.31,38(099)23-45-986
Вера,Литвин,vera.lytvyn2@student.org,1964,8,12,TSG-56,46.24,38(073)94-40-171
Максим,Стельмах,maksym.stelmakh1@student.org,1995,11,15,IQP-64,16.68,38(050)81-34-271
Іван,Коваленко,ivan.kovalenko3@student.org,1965,8,8,FAA-87,88.6,38(095)80-73-609
Костянтин,Омельченко,kostyantyn.omelchenko1@student.org,2002,3,8,TQQ-72,46.04,38(096)75-15-730
Любов,Новік,lyubov.novik5@student.org,1981,2,17,KFS-31,75.37,38(068)51-57-696
Артем,Дорошенко,artem.doroshenko7@student.org,1996,7,26,BSR-18,85.64,38(066)78-76-295
Петро,Гордієнко,petro.hordiyenko3@student.org,1959,6,10,GGX-20,53.34,38(097)60-89-593
Артем,Марченко,artem.marchenko6@student.org,1963,9,20,ALP-13,76.42,38(099)44-52-519
Вікторія,Поліщук,viktoriya.polishchuk3@student.org,2004,2,9,IJP-76,15.92,38(098)59-66-618
Петро,Лебедь,petro.lebed3@student.org,1980,5,23,YUV-88,70.82,38(099)20-65-858
Григорій,Гладко,hryhoriy.hladko3@student.org,1974,2,3,QIU-95,92.64,38(095)26-21-201
Роман,Зайцев,roman.zaytsev7@student.org,1960,2,14,IJI-69,5.34,38(073)64-46-845
Дмитро,Мельник,dmytro.melnyk3@student.org,2007,5,2,OFJ-99,86.65,38(066)82-54-472
Тетяна,Василенко,tetyana.vasylenko3@student.org,2004,12,16,EME-24,30.92,38(068)15-78-384
Станіслав,Демченко,stanislav.demchenko3@student.org,1966,12,22,DEQ-81,35.9,38(066)35-58-386
Алла,Гладко,alla.hladko4@student.org,1962,8,18,ZYY-37,13.65,38(099)37-35-770
Василь,Шевчук,vasyl.shevchuk6@student.org,2000,1,30,HPX-46,9.43,38(068)75-36-723
Богдан,Стельмах,bohdan.stelmakh1@student.org,1985,8,18,OUW-61,31.23,38(073)83-32-298
Ігор,Ткаченко,ihor.tkachenko1@student.org,1958,7,12,IYJ-53,14.98,38(095)63-35-967
Віталій,Коваленко,vitaliy.kovalenko4@student.org,1976,12,1,EKY-48,78.17,38(067)82-96-777
Роман,Лисенко,roman.lysenko8@student.org,1982,1,22,NEV-68,67.75,38(097)67-47-754
Ярослав,Никоненко,yaroslav.nykonenko3@student.org,1989,7,27,XON-96,3.2,38(097)28-30-444
Денис,Панченко,denys.panchenko3@student.org,2003,3,20,MZZ-41,43.01,38(063)43-84-689
Ярослав,Скрипка,yaroslav.skrypka5@student.org,1990,11,24,JSV-48,92.11,38(095)13-65-810
Федір,Костенко,fedir.kostenko2@student.org,2007,9,12,GUV-10,56.69,38(095)23-86-499
Віталій,Мельник,vitaliy.melnyk2@student.org,2003,12,20,XUT-37,75.61,38(067)85-89-560
Ганна,Савченко,hanna.savchenko4@student.org,1972,5,10,HDF-13,39.77,38(097)86-36-163
Вікторія,Никоненко,viktoriya.nykonenko2@student.org,1984,10,29,OSH-85,87.76,38(099)59-34-762
Володимир,Шаповал,volodymyr.shapoval2@student.org,2010,4,15,AJY-31,61.51,38(073)34-53-256
Ірина,Гриценко,iryna.hrytsenko2@student.org,1965,10,19,UQW-56,38.97,38(050)25-14-213
Михайло,Стельмах,mykhaylo.stelmakh1@student.org,2002,4,18,KWM-63,46.21,38(066)22-33-686
Раїса,Коваленко,rayisa.kovalenko1@student.org,1981,8,24,CXX-85,88.88,38(050)48-69-699
Олеся,Король,olesya.korol2@student.org,1993,10,10,SPO-68,83.94,38(093)20-74-802
Вікторія,Макаренко,viktoriya.makarenko1@student.org,1974,7,26,HPD-87,38.36,38(050)81-22-476
Тетяна,Гриценко,tetyana.hrytsenko@student.org,1993,1,16,ZGH-40,33.8,38(097)40-90-103
Лілія,Левченко,liliya.levchenko2@student.org,1974,11,26,OQL-77,92.91,38(067)31-85-917
Раїса,Омельченко,rayisa.omelchenko@student.org,1972,9,16,AKZ-24,49.79,38(093)70-90-634
Ігор,Демченко,ihor.demchenko2@student.org,1991,6,15,MSS-44,5.58,38(066)39-11-701
Ірина,Шевченко,iryna.shevchenko2@student.org,1988,5,12,HIK-62,81.92,38(097)33-87-793
Анна,Дорошенко,anna.doroshenko@student.org,1954,2,18,RLD-72,25.07,38(096)12-29-264
Остап,Лебедь,ostap.lebed2@student.org,1996,10,19,VRS-53,2.43,38(095)38-73-345
Денис,Савченко,denys.savchenko1@student.org,1990,1,3,WWY-68,65.89,38(068)50-57-468
Тетяна,Коваль,tetyana.koval2@student.org,2004,7,12,JSY-75,30.81,38(095)79-65-498
Юлія,Савченко,yuliya.savchenko2@student.org,1998,3,23,EXH-47,22.82,38(068)77-81-239
Алла,Кузьменко,alla.kuzmenko3@student.org,2003,6,4,UGJ-29,30.98,38(098)86-65-947
Артем,Шаповал,artem.shapoval1@student.org,1954,6,2,FXK-50,98.66,38(098)66-75-393
Павло,Ткаченко,pavlo.tkachenko7@student.org,1994,9,25,UAB-95,99.01,38(099)13-41-117
Любов,Никоненко,lyubov.nykonenko1@student.org,1969,1,14,TJO-38,50.33,38(096)95-54-362
Галина,Панченко,halyna.panchenko2@student.org,1984,9,18,GKD-58,45.91,38(067)24-74-265
Денис,Савченко,denys.savchenko2@student.org,1979,1,2,TCE-54,90.11,38(096)99-58-778
Юлія,Никоненко,yuliya.nykonenko4@student.org,1979,5,24,IBI-73,98.31,38(063)81-69-875
